time,0,3600,7200,10800,14400,18000,21600,25200,28800,32400,36000,39600,43200,46800,50400,54000,57600,61200,64800,68400,72000,75600,79200,82800,86400
277,108.64206,108.6216,108.60112,108.58066,108.41534,107.87767,107.84185,108.059784,108.28844,108.33915,108.386215,107.96154,108.190186,108.31048,108.220436,108.12265,107.58498,107.54916,107.513336,107.90973,108.0393,108.086365,108.06589,108.045425,108.024956
278,109.642426,109.62195,109.60149,109.581024,109.41584,108.87869,108.84288,109.06056,109.28895,109.339584,109.38657,108.96231,109.1907,109.310844,109.22086,109.12315,108.586006,108.55018,108.514366,108.91032,109.03973,109.086716,109.06625,109.04579,109.025314
279,110.642784,110.622314,110.601845,110.581375,110.41635,109.87972,109.8439,110.06133,110.28945,110.34001,110.38693,109.96307,110.1912,110.3112,110.22129,110.123665,109.587036,109.551216,109.515396,109.910904,110.04016,110.08708,110.06661,110.04614,110.02568
280,110.643135,110.62267,110.60221,110.58173,110.416855,109.880745,109.84493,110.062096,110.28996,110.34044,110.38729,109.96385,110.19171,110.31157,110.22173,110.124176,109.58806,109.55224,109.516426,109.9115,110.04059,110.08744,110.06698,110.0465,110.02604
281,111.6435,111.62304,111.60256,111.5821,111.417366,110.88178,110.84596,111.06287,111.29046,111.34087,111.38766,110.96462,111.192215,111.31192,111.22216,111.12468,110.58909,110.55327,110.517456,110.91209,111.041016,111.08781,111.06733,111.04687,111.0264
282,112.64386,112.62339,112.60293,112.582466,112.41788,111.882805,111.84699,112.06364,112.29097,112.34131,112.388016,111.96539,112.192726,112.31229,112.22259,112.12519,111.59011,111.5543,111.51848,111.912674,112.04145,112.08816,112.067696,112.04723,112.02676
283,112.644226,112.62376,112.60329,112.58282,112.41838,111.883835,111.848015,112.06441,112.29149,112.341736,112.388374,111.96616,112.19323,112.312645,112.22302,112.125694,111.59115,111.55533,111.519516,111.91327,112.041885,112.088524,112.068054,112.047585,112.02712
284,119.64861,119.62814,119.60768,119.587204,119.424545,118.8963,118.86049,119.07376,119.29765,119.34698,119.39276,118.97552,119.199394,119.31704,119.228264,119.13186,118.60361,118.5678,118.531975,118.920425,119.04713,119.09291,119.07245,119.05197,119.03151
285,120.64719,120.62671,120.60625,120.58578,120.42254,119.892235,119.856415,120.07071,120.29563,120.34527,120.39133,119.972466,120.19739,120.315605,120.22655,120.129845,119.59955,119.56373,119.527916,119.91808,120.04542,120.09148,120.071014,120.050545,120.030075
286,118.64575,118.62528,118.60481,118.58434,118.42052,117.88817,117.85235,118.06766,118.293625,118.34356,118.3899,117.96941,118.19538,118.31417,118.22484,118.12783,117.59548,117.55966,117.52385,117.91575,118.0437,118.09005,118.06958,118.04911,118.02865
287,119.65005,119.62958,119.609116,119.58864,119.42656,118.900375,118.864555,119.07681,119.29966,119.348694,119.394196,118.97856,119.201416,119.31847,119.22997,119.133865,118.60768,118.57186,118.53604,118.92276,119.048836,119.094345,119.07388,119.053406,119.03294
288,119.53306,119.51259,119.49213,119.47165,119.25782,118.54031,118.50449,118.81264,119.13093,119.207016,119.27721,118.71439,119.032684,119.201485,119.088295,118.96513,118.24762,118.2118,118.17599,118.72459,118.907166,118.977356,118.956894,118.93642,118.915955
289,119.533165,119.51269,119.492226,119.47176,119.25797,118.54061,118.5048,118.81287,119.13107,119.20714,119.27732,118.714615,119.03283,119.201584,119.088425,118.96528,118.24792,118.2121,118.176285,118.72477,118.90729,118.977455,118.95699,118.93653,118.91605
290,120.533264,120.5128,120.492325,120.47186,120.25812,119.54092,119.5051,119.81309,120.131226,120.20727,120.27742,119.71484,120.03298,120.20168,120.08855,119.96543,119.24823,119.21241,119.17658,119.72493,119.90742,119.97757,119.9571,119.93663,119.91617
291,118.53338,118.5129,118.49244,118.47197,118.25827,117.541214,117.505394,117.81332,118.13137,118.2074,118.27753,117.71507,118.03313,118.2018,118.08868,117.965576,117.24853,117.21271,117.17688,117.72511,117.90754,117.97767,117.95721,117.93674,117.91627
292,119.50803,119.48756,119.467094,119.44662,119.22267,118.4693,118.43348,118.75936,119.095764,119.17712,119.252174,118.66112,118.99752,119.17645,119.0584,118.929985,118.17661,118.14079,118.10497,118.683784,118.877266,118.952324,118.93186,118.911385,118.89092
294,119.483,119.462524,119.44206,119.4216,119.18751,118.398285,118.36247,118.70608,119.060616,119.147224,119.22716,118.607834,118.96237,119.15142,119.02852,118.89482,118.1056,118.069786,118.03396,118.64297,118.847374,118.92729,118.90683,118.88637,118.86589
295,119.45797,119.43751,119.41703,119.39657,119.15236,118.32727,118.29145,118.65279,119.02545,119.117325,119.202126,118.55454,118.92721,119.12639,118.99862,118.85967,118.034584,117.998764,117.96295,118.60216,118.817474,118.902275,118.8818,118.861336,118.84086
297,118.43294,118.412476,118.392,118.37154,118.117195,117.25626,117.22044,117.59951,117.9903,118.08744,118.17709,117.50127,117.89206,118.10136,117.96873,117.82451,116.96358,116.92776,116.89193,117.561356,117.78759,117.87724,117.856766,117.8363,117.81584
298,117.40791,117.38744,117.36698,117.346504,117.08205,116.18526,116.14944,116.54623,116.95514,117.05755,117.15206,116.44798,116.856895,117.07633,116.93883,116.78936,115.89256,115.85674,115.82092,116.52054,116.7577,116.85221,116.83175,116.81127,116.79081
299,112.64104,112.620575,112.6001,112.579636,112.4139,111.874825,111.839005,112.05764,112.28701,112.33793,112.38519,111.9594,112.18877,112.309456,112.21922,112.121216,111.58213,111.54631,111.51049,111.90807,112.03808,112.08534,112.064865,112.0444,112.023926
300,112.63973,112.61926,112.59879,112.57833,112.41208,111.87114,111.83533,112.05488,112.28518,112.33637,112.38388,111.956635,112.186935,112.30815,112.21766,112.11939,111.57845,111.54264,111.50681,111.90595,112.03652,112.08403,112.06356,112.04309,112.02263
301,112.63842,112.61796,112.597496,112.57702,112.41025,111.86746,111.83165,112.05212,112.28335,112.334816,112.382576,111.953865,112.185104,112.30684,112.2161,112.11756,111.574776,111.53896,111.50314,111.90383,112.03496,112.082726,112.06226,112.04179,112.021324
302,112.63712,112.616646,112.59618,112.57572,112.40842,111.86379,111.82798,112.049355,112.281525,112.33326,112.38127,111.9511,112.18328,112.30554,112.21454,112.11573,111.5711,111.53528,111.499466,111.90171,112.03341,112.08142,112.06095,112.04049,112.02001
303,111.63582,111.61534,111.59488,111.57441,111.40659,110.860115,110.8243,111.046585,111.27969,111.331696,111.37997,110.94833,111.18144,111.30424,111.21299,111.11391,110.56743,110.53161,110.4958,110.89959,111.031845,111.08011,111.05965,111.03918,111.01871
304,111.63451,111.614044,111.59357,111.573105,111.40476,110.856445,110.82063,111.043816,111.277855,111.33015,111.37866,110.94557,111.17961,111.302925,111.211426,111.112076,110.56375,110.52793,110.49212,110.89747,111.03029,111.07881,111.058334,111.03787,111.0174
305,110.6332,110.61273,110.59227,110.57179,110.40293,109.85277,109.81695,110.04105,110.27603,110.32859,110.37735,109.94281,110.17779,110.30162,110.20987,110.11024,109.56008,109.524254,109.48845,109.89535,110.02873,110.0775,110.05704,110.03656,110.0161
306,109.63189,109.61143,109.59096,109.57049,109.40111,108.84909,108.81327,109.03829,109.2742,109.32703,109.376045,108.94005,109.17596,109.300316,109.208305,109.10841,108.556404,108.520584,108.48477,108.89323,109.027176,109.076195,109.055725,109.035255,109.01479
307,109.63059,109.610115,109.58965,109.56919,109.39928,108.84542,108.8096,109.03553,109.27237,109.32547,109.37475,108.93729,109.174126,109.29901,109.20676,109.10658,108.55273,108.51691,108.481094,108.89111,109.02561,109.07488,109.05442,109.03395,109.01348
308,108.569756,108.549286,108.52882,108.50835,108.31302,107.66787,107.63205,107.90332,108.18613,108.25246,108.3139,107.80508,108.087875,108.238174,108.133736,108.02033,107.375175,107.339355,107.303535,107.79057,107.95261,108.01405,107.99358,107.973114,107.95265
309,109.563866,109.5434,109.52294,109.502464,109.304855,108.65174,108.61591,108.89111,109.177956,109.24547,109.30802,108.79286,109.07971,109.2323,109.12676,109.01216,108.35905,108.32323,108.287415,108.781136,108.94562,109.00817,108.98771,108.96723,108.94677
310,110.55799,110.53753,110.51706,110.49659,110.296684,109.63562,109.5998,109.8789,110.16979,110.238495,110.30215,109.780655,110.07155,110.22642,110.119774,110.004,109.342926,109.307106,109.271286,109.771706,109.93863,110.0023,109.98183,109.96136,109.940895
311,111.55211,111.53165,111.51118,111.49071,111.28852,110.61949,110.58367,110.866684,111.16162,111.23151,111.296265,110.76844,111.06337,111.22053,111.112785,110.99583,110.3268,110.29098,110.255165,110.76227,110.931656,110.996414,110.975945,110.955475,110.93501
312,111.546234,111.52577,111.505295,111.48483,111.28035,110.60337,110.56755,110.85448,111.15346,111.22453,111.29039,110.75623,111.0552,111.21465,111.10581,110.98766,110.31068,110.27486,110.23904,110.75283,110.92467,110.99054,110.97006,110.9496,110.92914
313,116.64487,116.624405,116.60393,116.583466,116.41929,115.885666,115.849846,116.06579,116.29239,116.34251,116.38902,115.967545,116.194145,116.313286,116.22379,116.1266,115.59298,115.55716,115.52135,115.914314,116.042656,116.08917,116.068695,116.04823,116.02776
314,114.6443,114.62384,114.60336,114.5829,114.41849,113.88407,113.84824,114.064575,114.291595,114.341835,114.38846,113.96633,114.19335,114.31272,114.223114,114.1258,113.59138,113.55556,113.519745,113.9134,114.04198,114.08861,114.06813,114.04767,114.02721
315,112.643745,112.62327,112.602806,112.58233,112.4177,111.88247,111.84665,112.06338,112.290794,112.341156,112.387886,111.96513,112.19255,112.312164,112.222435,112.125015,111.58978,111.553955,111.518135,111.912476,112.041306,112.088036,112.06757,112.0471,112.026634
316,116.53344,116.51297,116.49251,116.47203,116.25836,115.54139,115.50558,115.813446,116.131454,116.20747,116.27759,115.7152,116.03321,116.201866,116.08875,115.965675,115.2487,115.21288,115.17707,115.72521,115.90762,115.97774,115.957275,115.9368,115.916336
317,111.544426,111.523964,111.503494,111.483025,111.27784,110.59839,110.562584,110.850716,111.15095,111.22238,111.28858,110.752464,111.05269,111.212845,111.10366,110.98515,110.3057,110.26988,110.23407,110.74992,110.92253,110.98873,110.96826,110.94779,110.92732
318,112.56857,112.54811,112.52764,112.50717,112.311844,111.66749,111.63167,111.90243,112.18495,112.25127,112.31273,111.804184,112.08671,112.23699,112.132545,112.01916,111.374794,111.338974,111.303154,111.78946,111.951416,112.01288,111.99241,111.97194,111.95147
319,112.59272,112.57225,112.55179,112.53132,112.345856,111.73657,111.70075,111.95415,112.218956,112.28014,112.336876,111.8559,112.12071,112.26114,112.16143,112.05316,111.44388,111.40806,111.372246,111.82898,111.980286,112.03702,112.016556,111.99608,111.97562
320,112.61687,112.5964,112.575935,112.55546,112.37987,111.805664,111.769844,112.00587,112.25297,112.30902,112.361015,111.90762,112.154724,112.28529,112.19031,112.08718,111.51298,111.47715,111.44133,111.86851,112.00917,112.061165,112.0407,112.020226,111.99976
321,112.641014,112.620544,112.60008,112.579605,112.41388,111.87475,111.83893,112.05759,112.28697,112.3379,112.38516,111.959335,112.18873,112.30944,112.21919,112.121185,111.58206,111.546234,111.510414,111.908035,112.03805,112.08531,112.06485,112.04437,112.02391
322,116.37956,116.35909,116.33862,116.31815,116.04223,115.10481,115.06899,115.48588,115.91532,116.02369,116.12371,115.387634,115.81708,116.04798,115.90497,115.749535,114.812126,114.776306,114.74049,115.47432,115.72382,115.82386,115.80339,115.78292,115.76246
323,116.514595,116.494125,116.47366,116.453186,116.23186,115.48773,115.45191,115.77323,116.10496,116.18495,116.25874,115.67498,116.006714,116.183014,116.06623,115.93917,115.19504,115.15922,115.123405,115.694435,115.8851,115.95889,115.93843,115.91795,115.89749
324,116.514595,116.494125,116.47366,116.45319,116.23186,115.48774,115.45192,115.77323,116.104965,116.18495,116.25875,115.67498,116.00672,116.183014,116.06623,115.93917,115.19505,115.159225,115.123405,115.694435,115.8851,115.95889,115.93843,115.91796,115.89749
325,116.495735,116.475266,116.4548,116.43433,116.205345,115.43402,115.3982,115.73297,116.07844,116.162415,116.23989,115.63473,115.980194,116.164154,116.04369,115.91265,115.141335,115.105515,115.06969,115.66363,115.86256,115.94003,115.91957,115.8991,115.87864
326,116.476875,116.456406,116.43594,116.415474,116.17881,115.3803,115.34448,115.69271,116.05192,116.13987,116.22103,115.59447,115.953674,116.1453,116.02116,115.88612,115.087616,115.051796,115.01598,115.63282,115.84001,115.92117,115.90071,115.88023,115.85977
327,116.387794,116.36733,116.346855,116.32639,116.05379,115.128174,115.09235,115.5034,115.926895,116.033516,116.13195,115.40516,115.82865,116.05621,115.91481,115.76111,114.83548,114.79966,114.76384,115.48774,115.733665,115.8321,115.81162,115.79116,115.77069
328,114.388054,114.367584,114.34712,114.326645,114.05414,113.12885,113.093025,113.50392,113.927246,114.03383,114.1322,113.40568,113.829,114.05647,113.91511,113.76145,112.83616,112.80034,112.76453,113.48815,113.73398,113.83235,113.81189,113.79141,113.77095
329,112.388306,112.36784,112.34737,112.326904,112.0545,111.12953,111.09372,111.50445,111.9276,112.03413,112.13246,111.4062,111.82935,112.056725,111.91541,111.7618,110.83684,110.80102,110.765205,111.48855,111.734276,111.83261,111.81213,111.79167,111.77121
330,112.64453,112.62406,112.6036,112.58312,112.41881,111.88471,111.84889,112.06506,112.291916,112.342094,112.38868,111.96682,112.193665,112.31295,112.22339,112.12612,111.59202,111.5562,111.52038,111.91376,112.042244,112.08883,112.06837,112.04789,112.02743
331,112.64366,112.62319,112.60273,112.58226,112.417595,111.882256,111.84644,112.06322,112.290695,112.341064,112.38782,111.96497,112.19245,112.31209,112.22235,112.12491,111.58956,111.55374,111.51793,111.91235,112.041214,112.08796,112.0675,112.04703,112.02656
332,112.38225,112.361786,112.34132,112.320854,112.04598,111.11229,111.07647,111.49152,111.91908,112.026886,112.1264,111.39328,111.82083,112.050674,111.90818,111.753296,110.8196,110.78378,110.74797,111.47866,111.727036,111.82655,111.80608,111.78562,111.765144
333,112.38836,112.36789,112.34743,112.326965,112.05457,111.12967,111.09385,111.50455,111.927666,112.03419,112.132515,111.4063,111.82942,112.056786,111.915474,111.76188,110.836975,110.801155,110.76534,111.48863,111.73434,111.83266,111.812195,111.79172,111.771255
334,111.428314,111.407845,111.387375,111.36691,111.11053,110.24205,110.20623,110.58907,110.98363,111.08183,111.17247,110.49083,110.885376,111.09673,110.96313,110.81784,109.94936,109.91354,109.87772,110.55351,110.78198,110.87261,110.85214,110.83168,110.81121
335,111.46826,111.4478,111.42733,111.40686,111.16649,110.35442,110.31861,110.67359,111.03958,111.12948,111.21242,110.57534,110.94134,111.13669,111.010765,110.8738,110.06174,110.02592,109.990105,110.61839,110.82963,110.91257,110.8921,110.87163,110.85116
336,112.643456,112.62298,112.602516,112.582054,112.4173,111.88166,111.84584,112.062775,112.2904,112.34081,112.38761,111.96453,112.192154,112.311874,112.22211,112.12461,111.58897,111.55315,111.517334,111.91201,112.04096,112.08776,112.06728,112.04682,112.026344
337,116.4528,116.432335,116.41186,116.391396,116.14497,115.31188,115.27606,115.64139,116.01808,116.11111,116.19695,115.54314,115.91983,116.121216,115.992386,115.85229,115.01919,114.98337,114.94755,115.59353,115.81126,115.8971,115.876625,115.85616,115.83569
338,116.46098,116.44052,116.420044,116.39958,116.15646,115.33502,115.2992,115.65877,116.02956,116.12087,116.20514,115.560524,115.93131,116.1294,116.00217,115.86377,115.042336,115.006516,114.9707,115.60686,115.82102,115.90529,115.88481,115.86435,115.84387
339,116.46087,116.4404,116.41993,116.39946,116.15628,115.33465,115.29883,115.6585,116.02939,116.120735,116.20502,115.56026,115.931145,116.12929,116.002014,115.8636,115.04196,115.00614,114.97032,115.60665,115.820885,115.90517,115.8847,115.86423,115.843765
340,117.46075,117.440285,117.419815,117.399345,117.15612,116.33427,116.298454,116.65823,117.02922,117.12059,117.2049,116.55998,116.93098,117.129166,117.00188,116.86343,116.04158,116.00576,115.96995,116.606445,116.82073,116.90505,116.88458,116.86411,116.84364
341,115.46064,115.44016,115.4197,115.39923,115.15595,114.3339,114.29807,114.65795,115.029045,115.120445,115.20478,114.55971,114.9308,115.12906,115.00173,114.86326,114.04121,114.00539,113.969574,114.606255,114.820595,114.90493,114.88447,114.864,114.84353
342,114.46052,114.440056,114.41958,114.39912,114.15577,113.33353,113.29771,113.657684,114.02888,114.12031,114.20467,113.55943,113.93063,114.12894,114.00159,113.86309,113.04083,113.00501,112.96919,113.60605,113.82045,113.90482,113.884346,113.863884,113.84341
343,111.49299,111.47253,111.45205,111.43159,111.20119,110.424385,110.388565,110.72611,111.07428,111.159,111.237144,110.62787,110.976036,111.16141,111.04028,110.90849,110.1317,110.09587,110.06007,110.658646,110.85914,110.937294,110.91682,110.896355,110.875885
344,111.491745,111.471275,111.450806,111.43034,111.199425,110.42082,110.38501,110.72346,111.07253,111.15751,111.2359,110.625206,110.97429,111.160164,111.038795,110.90674,110.128136,110.09231,110.0565,110.65661,110.85765,110.93604,110.91557,110.89511,110.87465
345,112.49051,112.47003,112.44957,112.42909,112.19768,111.41726,111.38145,111.72079,112.07077,112.15602,112.23465,111.62254,111.97253,112.15893,112.03731,111.90499,111.12457,111.08876,111.05294,111.65457,111.85617,111.9348,111.91434,111.89386,111.8734
346,113.48926,113.468796,113.44832,113.42786,113.19593,112.413704,112.377884,112.718124,113.06902,113.15453,113.23341,112.61988,112.97078,113.15768,113.03582,112.90324,112.12102,112.0852,112.04938,112.652534,112.85468,112.93356,112.913086,112.892624,112.872154
347,113.48802,113.46755,113.44708,113.42661,113.19417,112.41014,112.37432,112.715454,113.067276,113.153046,113.23217,112.61721,112.96903,113.15644,113.03433,112.90149,112.117455,112.081635,112.045815,112.65051,112.853195,112.93232,112.91185,112.89138,112.87092
348,111.48696,111.4665,111.44602,111.42556,111.19269,110.40712,110.3713,110.713196,111.06579,111.15178,111.23112,110.61495,110.967545,111.15538,111.03307,110.9,110.11443,110.07861,110.0428,110.64878,110.85193,110.93127,110.91079,110.89033,110.86986
349,111.64012,111.61966,111.59919,111.57872,111.412704,110.87271,110.8369,111.05596,111.28581,111.336876,111.38428,110.95771,111.18755,111.30855,111.21816,111.12002,110.580025,110.5442,110.50839,110.906715,111.037025,111.08443,111.06396,111.04349,111.02302
350,112.64045,112.61999,112.59951,112.57905,112.41316,111.873634,111.83782,112.056656,112.28627,112.337265,112.384605,111.958405,112.18802,112.30887,112.21855,112.120476,111.58094,111.54513,111.50931,111.90725,112.037415,112.084755,112.06428,112.043816,112.02335
351,113.640785,113.62031,113.599846,113.57938,113.41363,112.874565,112.83874,113.05735,113.28672,113.33766,113.38493,112.9591,113.18848,113.309204,113.21894,113.12093,112.58187,112.54605,112.51023,112.90779,113.03781,113.085075,113.06461,113.04414,113.02368
352,113.64111,113.620636,113.600174,113.5797,113.414085,112.87548,112.83966,113.05804,113.28718,113.33805,113.385254,112.95979,113.188934,113.30953,113.21933,113.12139,112.582794,112.546974,112.511154,112.90832,113.0382,113.0854,113.06494,113.044464,113.024
353,113.46043,113.43995,113.41949,113.39901,113.15563,112.333206,112.297386,112.65745,113.02873,113.120186,113.20457,112.559204,112.93048,113.128845,113.00147,112.862946,112.04052,112.0047,111.96888,112.60588,112.820335,112.90472,112.884254,112.86378,112.843315
354,113.45042,113.42994,113.40948,113.38901,113.14159,112.3049,112.26908,112.63619,113.014694,113.10824,113.19456,112.53795,112.91645,113.118835,112.989525,112.8489,112.012215,111.976395,111.940575,112.589584,112.80839,112.89471,112.874245,112.853775,112.833305
355,113.46043,113.43995,113.41949,113.39901,113.15563,112.333206,112.297386,112.657455,113.02874,113.120186,113.20457,112.55921,112.93048,113.128845,113.00147,112.862946,112.04052,112.0047,111.96889,112.60588,112.820335,112.90472,112.884254,112.86378,112.843315
356,111.47948,111.45901,111.43854,111.418076,111.18228,110.38654,110.35072,110.697624,111.05538,111.14289,111.223625,110.59938,110.95713,111.147896,111.02418,110.889595,110.09386,110.05804,110.02222,110.63675,110.84304,110.923775,110.903305,110.88284,110.862366
357,111.53627,111.51581,111.49533,111.47487,111.26637,110.57517,110.53936,110.833305,111.13947,111.21263,111.280426,110.73506,111.04123,111.20469,111.09392,110.97368,110.282486,110.246666,110.21085,110.73661,110.91278,110.980576,110.9601,110.93964,110.919174
358,108.82156,108.8011,108.78064,108.76016,105.84771,95.60198,95.56617,100.581535,105.72081,107.19859,108.56572,100.48329,105.62257,108.48999,107.07987,105.555016,95.30929,95.27347,95.237656,103.80935,106.89874,108.26587,108.24541,108.22493,108.20447
359,111.63981,111.61933,111.59887,111.5784,111.41226,110.87181,110.83599,111.055275,111.285355,111.336494,111.38396,110.95703,111.18711,111.30823,111.21778,111.11957,110.57912,110.5433,110.507484,110.9062,111.036644,111.0841,111.06364,111.04317,111.022705
TANKS,4.0,3.979536,3.9590628,3.938599,3.9181259,3.8935692,3.8577483,3.821927,3.7912314,3.7666655,3.7441552,3.723682,3.6929862,3.66842,3.6479564,3.6254368,3.6008801,3.565059,3.529238,3.4934263,3.4668138,3.4443038,3.4238305,3.4033666,3.3828933
